subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard
English	6	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.6.2	"Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study."
English	6	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.6.3	"Delineate a speaker‰Ûªs argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not."
English	6	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.6.4	"Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation."
English	6	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.6.5	"Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information."
English	6	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.6.6	"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate."
English	6	Writing	W	Text Types and Purposes	W.6.1	Write arguments to support claims with clear reasons and relevant evidence.
English	6	Writing	W	Text Types and Purposes	W.6.1.A	Introduce claim(s) and organize the reasons and evidence clearly.
English	6	Writing	W	Text Types and Purposes	W.6.1.B	"Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text."
English	6	Writing	W	Text Types and Purposes	W.6.1.C	"Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons."
English	6	Writing	W	Text Types and Purposes	W.6.1.D	Establish and maintain a formal style.
English	6	Writing	W	Text Types and Purposes	W.6.1.E	Provide a concluding statement or section that follows from the argument presented.
English	6	Writing	W	Range of Writing	W.6.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and"
English	6	Writing	W	Text Types and Purposes	W.6.2	"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
English	6	Writing	W	Text Types and Purposes	W.6.2.A	"Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
English	6	Writing	W	Text Types and Purposes	W.6.2.B	"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
English	6	Writing	W	Text Types and Purposes	W.6.2.C	Use appropriate transitions to clarify the relationships among ideas and concepts.
English	6	Writing	W	Text Types and Purposes	W.6.2.D	Use precise language and domain-specific vocabulary to inform about or explain the topic.
English	6	Writing	W	Text Types and Purposes	W.6.2.E	Establish and maintain a formal style.
English	6	Writing	W	Text Types and Purposes	W.6.2.F	Provide a concluding statement or section that follows from the information or explanation presented.
English	6	Writing	W	Text Types and Purposes	W.6.3	"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
English	6	Writing	W	Text Types and Purposes	W.6.3.A	Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
English	6	Writing	W	Text Types and Purposes	W.6.3.B	"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
English	6	Writing	W	Text Types and Purposes	W.6.3.C	"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
English	6	Writing	W	Text Types and Purposes	W.6.3.D	"Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events."
English	6	Writing	W	Text Types and Purposes	W.6.3.E	Provide a conclusion that follows from the narrated experiences or events.
English	6	Writing	W	Production and Distribution of Writing	W.6.4	"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
English	6	Writing	W	Production and Distribution of Writing	W.6.5	"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
English	6	Writing	W	Production and Distribution of Writing	W.6.6	"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting."
English	6	Writing	W	Research to Build and Present Knowledge	W.6.7	"Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate."
English	6	Writing	W	Research to Build and Present Knowledge	W.6.8	Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.
English	6	Writing	W	Research to Build and Present Knowledge	W.6.9	"Draw evidence from literary or informational texts to support analysis, reflection, and research."
English	6	Writing	W	Research to Build and Present Knowledge	W.6.9.A	"Apply grade 6 Reading standards to literature (e.g., ‰ÛÏCompare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics‰Ûù)."
English	6	Writing	W	Research to Build and Present Knowledge	W.6.9.B	"Apply grade 6 Reading standards to literary nonfiction (e.g., ‰ÛÏTrace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not‰Ûù)."
English	7	Language	L	Conventions of Standard English	L.7.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
English	7	Language	L	Conventions of Standard English	L.7.1.A	Explain the function of phrases and clauses in general and their function in specific sentences.
English	7	Language	L	Conventions of Standard English	L.7.1.B	"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas."
English	7	Language	L	Conventions of Standard English	L.7.1.C	"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers."
English	7	Language	L	Conventions of Standard English	L.7.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
English	7	Language	L	Conventions of Standard English	L.7.2.A	"Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt)."
English	7	Language	L	Conventions of Standard English	L.7.2.B	Spell correctly.
English	7	Language	L	Knowledge of Language	L.7.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
English	7	Language	L	Knowledge of Language	L.7.3.A	"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.4	"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.4.A	"Use context (e.g., the overall meaning of a sentence or paragraph; a word‰Ûªs position or function in a sentence) as a clue to the meaning of a word or phrase."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.4.B	"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel)."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.4.C	"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.4.D	"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.5.A	"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.5.B	"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.5.C	"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending)."
English	7	Language	L	Vocabulary Acquisition and Use	L.7.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
English	7	Reading: Informational Text	RI	Key Ideas and Details	RI.7.1	Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
English	7	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.7.10	"By the end of the year, read and comprehend literary nonfiction in the grades 6‰ÛÒ8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
English	7	Reading: Informational Text	RI	Key Ideas and Details	RI.7.2	Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.
English	7	Reading: Informational Text	RI	Key Ideas and Details	RI.7.3	"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events)."
English	7	Reading: Informational Text	RI	Craft and Structure	RI.7.4	"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone."
English	7	Reading: Informational Text	RI	Craft and Structure	RI.7.5	"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas."
English	7	Reading: Informational Text	RI	Craft and Structure	RI.7.6	Determine an author‰Ûªs point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.
English	7	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.7.7	"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium‰Ûªs portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words)."
English	7	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.7.8	"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims."
English	7	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.7.9	Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.
English	7	Reading: Literature	RL	Key Ideas and Details	RL.7.1	Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
English	7	Reading: Literature	RL	Range of Reading and Level of Text Complexity	RL.7.10	"By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6‰ÛÒ8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
English	7	Reading: Literature	RL	Key Ideas and Details	RL.7.2	Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.
English	7	Reading: Literature	RL	Key Ideas and Details	RL.7.3	"Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot)."
English	7	Reading: Literature	RL	Craft and Structure	RL.7.4	"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama."
English	7	Reading: Literature	RL	Craft and Structure	RL.7.5	"Analyze how a drama‰Ûªs or poem‰Ûªs form or structure (e.g., soliloquy, sonnet) contributes to its meaning."
English	7	Reading: Literature	RL	Craft and Structure	RL.7.6	Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.
English	7	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.7.7	"Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film)."
English	7	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.7.9	"Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history."
English	7	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.7.1	"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others‰Ûª ideas and expressing their own clearly."
English	7	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.7.1.A	"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
English	7	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.7.1.B	"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed."
English	7	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.7.1.C	Pose questions that elicit elaboration and respond to others‰Ûª questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
English	7	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.7.1.D	"Acknowledge new information expressed by others and, when warranted, modify their own views."
English	7	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.7.2	"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."
English	7	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.7.3	"Delineate a speaker‰Ûªs argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence."
English	7	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.7.4	"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation."
English	7	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.7.5	Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.
English	7	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.7.6	"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate."
English	7	Writing	W	Text Types and Purposes	W.7.1	Write arguments to support claims with clear reasons and relevant evidence.
English	7	Writing	W	Text Types and Purposes	W.7.1.A	"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically."
English	7	Writing	W	Text Types and Purposes	W.7.1.B	"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
English	7	Writing	W	Text Types and Purposes	W.7.1.C	"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence."
English	7	Writing	W	Text Types and Purposes	W.7.1.D	Establish and maintain a formal style.
English	7	Writing	W	Text Types and Purposes	W.7.1.E	Provide a concluding statement or section that follows from and supports the argument presented.
English	7	Writing	W	Range of Writing	W.7.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English	7	Writing	W	Text Types and Purposes	W.7.2	"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
English	7	Writing	W	Text Types and Purposes	W.7.2.A	"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
English	7	Writing	W	Text Types and Purposes	W.7.2.B	"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
English	7	Writing	W	Text Types and Purposes	W.7.2.C	Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
English	7	Writing	W	Text Types and Purposes	W.7.2.D	Use precise language and domain-specific vocabulary to inform about or explain the topic.
English	7	Writing	W	Text Types and Purposes	W.7.2.E	Establish and maintain a formal style.
English	7	Writing	W	Text Types and Purposes	W.7.2.F	Provide a concluding statement or section that follows from and supports the information or explanation presented.
English	7	Writing	W	Text Types and Purposes	W.7.3	"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
English	7	Writing	W	Text Types and Purposes	W.7.3.A	Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
English	7	Writing	W	Text Types and Purposes	W.7.3.B	"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
English	7	Writing	W	Text Types and Purposes	W.7.3.C	"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
English	7	Writing	W	Text Types and Purposes	W.7.3.D	"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
English	7	Writing	W	Text Types and Purposes	W.7.3.E	Provide a conclusion that follows from and reflects on the narrated experiences or events.
English	7	Writing	W	Production and Distribution of Writing	W.7.4	"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
English	7	Writing	W	Production and Distribution of Writing	W.7.5	"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."
English	7	Writing	W	Production and Distribution of Writing	W.7.6	"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources."
English	7	Writing	W	Research to Build and Present Knowledge	W.7.7	"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation."
English	7	Writing	W	Research to Build and Present Knowledge	W.7.8	"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
English	7	Writing	W	Research to Build and Present Knowledge	W.7.9	"Draw evidence from literary or informational texts to support analysis, reflection, and research."
English	7	Writing	W	Research to Build and Present Knowledge	W.7.9.A	"Apply grade 7 Reading standards to literature (e.g., ‰ÛÏCompare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history‰Ûù)."
English	7	Writing	W	Research to Build and Present Knowledge	W.7.9.B	"Apply grade 7 Reading standards to literary nonfiction (e.g. ‰ÛÏTrace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims‰Ûù)."
English	8	Language	L	Conventions of Standard English	L.8.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
English	8	Language	L	Conventions of Standard English	L.8.1.A	"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences."
English	8	Language	L	Conventions of Standard English	L.8.1.B	Form and use verbs in the active and passive voice.
English	8	Language	L	Conventions of Standard English	L.8.1.C	"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood."
English	8	Language	L	Conventions of Standard English	L.8.1.D	Recognize and correct inappropriate shifts in verb voice and mood.
English	8	Language	L	Conventions of Standard English	L.8.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
English	8	Language	L	Conventions of Standard English	L.8.2.A	"Use punctuation (comma, ellipsis, dash) to indicate a pause or break."
English	8	Language	L	Conventions of Standard English	L.8.2.B	Use an ellipsis to indicate an omission.
English	8	Language	L	Conventions of Standard English	L.8.2.C	Spell correctly.
English	8	Language	L	Knowledge of Language	L.8.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
English	8	Language	L	Knowledge of Language	L.8.3.A	"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact)."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.4	"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.4.A	"Use context (e.g., the overall meaning of a sentence or paragraph; a word‰Ûªs position or function in a sentence) as a clue to the meaning of a word or phrase."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.4.B	"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede)."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.4.C	"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.4.D	"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.5	"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.5.A	"Interpret figures of speech (e.g. verbal irony, puns) in context."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.5.B	Use the relationship between particular words to better understand each of the words.
English	8	Language	L	Vocabulary Acquisition and Use	L.8.5.C	"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute)."
English	8	Language	L	Vocabulary Acquisition and Use	L.8.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
English	8	Reading: Informational Text	RI	Key Ideas and Details	RI.8.1	Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
English	8	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.8.10	"By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6‰ÛÒ8 text complexity band independently and proficiently."
English	8	Reading: Informational Text	RI	Key Ideas and Details	RI.8.2	"Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text."
English	8	Reading: Informational Text	RI	Key Ideas and Details	RI.8.3	"Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories)."
English	8	Reading: Informational Text	RI	Craft and Structure	RI.8.4	"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts."
English	8	Reading: Informational Text	RI	Craft and Structure	RI.8.5	"Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept."
English	8	Reading: Informational Text	RI	Craft and Structure	RI.8.6	Determine an author‰Ûªs point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.
English	8	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.8.7	"Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea."
English	8	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.8.8	"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced."
English	8	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.8.9	Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.
English	8	Reading: Literature	RL	Key Ideas and Details	RL.8.1	Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
English	8	Reading: Literature	RL	Range of Reading and Level of Text Complexity	RL.8.10	"By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6‰ÛÒ8 text complexity band independently and proficiently."
English	8	Reading: Literature	RL	Key Ideas and Details	RL.8.2	"Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text."
English	8	Reading: Literature	RL	Key Ideas and Details	RL.8.3	"Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision."
English	8	Reading: Literature	RL	Craft and Structure	RL.8.4	"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts."
English	8	Reading: Literature	RL	Craft and Structure	RL.8.5	Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.
English	8	Reading: Literature	RL	Craft and Structure	RL.8.6	"nalyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor."
English	8	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.8.7	"Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors."
English	8	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.8.9	"Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new."
English	8	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.8.1	"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others‰Ûª ideas and expressing their own clearly."
English	8	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.8.1.A	"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
English	8	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.8.1.B	"Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed."
English	8	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.8.1.C	"Pose questions that connect the ideas of several speakers and respond to others‰Ûª questions and comments with relevant evidence, observations, and ideas."
English	8	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.8.1.D	"Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented."
English	8	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.8.2	"Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation."
English	8	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.8.3	"Delineate a speaker‰Ûªs argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced."
English	8	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.8.4	"Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation."
English	8	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.8.5	"Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest."
English	8	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.8.6	"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate."
English	8	Writing	W	Text Types and Purposes	W.8.1	Write arguments to support claims with clear reasons and relevant evidence.
English	8	Writing	W	Text Types and Purposes	W.8.1.A	"Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
English	8	Writing	W	Text Types and Purposes	W.8.1.B	"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
English	8	Writing	W	Text Types and Purposes	W.8.1.C	"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
English	8	Writing	W	Text Types and Purposes	W.8.1.D	Establish and maintain a formal style.
English	8	Writing	W	Text Types and Purposes	W.8.1.E	Provide a concluding statement or section that follows from and supports the argument presented.
English	8	Writing	W	Range of Writing	W.8.10	"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English	8	Writing	W	Text Types and Purposes	W.8.2	"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
English	8	Writing	W	Text Types and Purposes	W.8.2.A	"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
English	8	Writing	W	Text Types and Purposes	W.8.2.B	"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples."
English	8	Writing	W	Text Types and Purposes	W.8.2.C	Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
English	8	Writing	W	Text Types and Purposes	W.8.2.D	Use precise language and domain-specific vocabulary to inform about or explain the topic.
English	8	Writing	W	Text Types and Purposes	W.8.2.E	Establish and maintain a formal style.
English	8	Writing	W	Text Types and Purposes	W.8.2.F	Provide a concluding statement or section that follows from and supports the information or explanation presented.
English	8	Writing	W	Text Types and Purposes	W.8.3	"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
English	8	Writing	W	Text Types and Purposes	W.8.3.A	Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
English	8	Writing	W	Text Types and Purposes	W.8.3.B	"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters."
English	8	Writing	W	Text Types and Purposes	W.8.3.C	"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events."
English	8	Writing	W	Text Types and Purposes	W.8.3.D	"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
