subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard		
English	Grade: 1	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.1.3.E	Decode two-syllable words following basic patterns by breaking the words into syllables.		
English	Grade: 1	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.1.3.F	Read words with inflectional endings.		
English	Grade: 1	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.1.3.G	Recognize and read grade-appropriate irregularly spelled words.		
English	Grade: 1	Reading: Foundational Skills	RF	Fluency	RF.1.4	Read with sufficient accuracy and fluency to support comprehension.		
English	Grade: 1	Reading: Foundational Skills	RF	Fluency	RF.1.4.A	Read on-level text with purpose and understanding.		
English	Grade: 1	Reading: Foundational Skills	RF	Fluency	RF.1.4.B	"Read on-level text orally with accuracy, appropriate rate, and expression on successive readings."		
English	Grade: 1	Reading: Foundational Skills	RF	Fluency	RF.1.4.C	"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."		
English	Grade: 1	Reading: Informational Text	RI	Key Ideas and Details	RI.1.1	Ask and answer questions about key details in a text.		
English	Grade: 1	Reading: Informational Text	RI	Key Ideas and Details	RI.1.2	Identify the main topic and retell key details of a text.		
English	Grade: 1	Reading: Informational Text	RI	Key Ideas and Details	RI.1.3	"Describe the connection between two individuals, events, ideas, or pieces of information in a text."		
English	Grade: 1	Reading: Informational Text	RI	Craft and Structure	RI.1.4	Ask and answer questions to help determine or clarify the meaning of words and phrases in a text.		
English	Grade: 1	Reading: Informational Text	RI	Craft and Structure	RI.1.5	"Know and use various text features (e.g., headings, tables of contents, glossaries, electronic menus, icons) to locate key facts or information in a text."		
English	Grade: 1	Reading: Informational Text	RI	Craft and Structure	RI.1.6	Distinguish between information provided by pictures or other illustrations and information provided by the words in a text.		
English	Grade: 1	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.1.7	Use the illustrations and details in a text to describe its key ideas.		
English	Grade: 1	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.1.8	Identify the reasons an author gives to support points in a text.		
English	Grade: 1	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.1.9	"Identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures)."		
English	Grade: 1	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.1.10	"With prompting and support, read informational texts appropriately complex for grade 1."		
English	Grade: 1	Reading: Literature	RL	Key Ideas and Details	RL.1.1	Ask and answer questions about key details in a text.		
English	Grade: 1	Reading: Literature	RL	Key Ideas and Details	RL.1.2	"Retell stories, including key details, and demonstrate understanding of their central message or lesson."		
English	Grade: 1	Reading: Literature	RL	Key Ideas and Details	RL.1.3	"Describe characters, settings, and major events in a story, using key details."		
English	Grade: 1	Reading: Literature	RL	Craft and Structure	RL.1.4	Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.		
English	Grade: 1	Reading: Literature	RL	Craft and Structure	RL.1.5	"Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types."		
English	Grade: 1	Reading: Literature	RL	Craft and Structure	RL.1.6	Identify who is telling the story at various points in a text.		
English	Grade: 1	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.1.7	"Use illustrations and details in a story to describe its characters, setting, or events."		
English	Grade: 1	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.1.9	Compare and contrast the adventures and experiences of characters in stories.		
English	Grade: 1	Reading: Literature	RL	Range of Reading and Level of Text Complexity	RL.1.10	"With prompting and support, read prose and poetry of appropriate complexity for grade 1."		
English	Grade: 1	Speaking & Listening	SL	Comprehension and Collaboration	SL.1.1	Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.		
English	Grade: 1	Speaking & Listening	SL	Comprehension and Collaboration	SL.1.1.A	"Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion)."		
English	Grade: 1	Speaking & Listening	SL	Comprehension and Collaboration	SL.1.1.B	Build on othersäó» talk in conversations by responding to the comments of others through multiple exchanges.		
English	Grade: 1	Speaking & Listening	SL	Comprehension and Collaboration	SL.1.1.C	Ask questions to clear up any confusion about the topics and texts under discussion.		
English	Grade: 1	Speaking & Listening	SL	Comprehension and Collaboration	SL.1.2	Ask and answer questions about key details in a text read aloud or information presented orally or through other media.		
English	Grade: 1	Speaking & Listening	SL	Comprehension and Collaboration	SL.1.3	Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understood.		
English	Grade: 1	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.1.4	"Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly."		
English	Grade: 1	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.1.5	"Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings."		
English	Grade: 1	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.1.6	Produce complete sentences when appropriate to task and situation.		
English	Grade: 1	Writing	W	Text Types and Purposes	W.1.1	"Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure."		
English	Grade: 1	Writing	W	Text Types and Purposes	W.1.2	"Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure."		
English	Grade: 1	Writing	W	Text Types and Purposes	W.1.3	"Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure."		
English	Grade: 1	Writing	W	Production and Distribution of Writing	W.1.5	"With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed."		
English	Grade: 1	Writing	W	Production and Distribution of Writing	W.1.6	"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers."		
English	Grade: 1	Writing	W	Research to Build and Present Knowledge	W.1.7	"Participate in shared research and writing projects (e.g., explore a number of äóìhow-toäó books on a given topic and use them to write a sequence of instructions)."		
English	Grade: 1	Writing	W	Research to Build and Present Knowledge	W.1.8	"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.1.A	"Use collective nouns (e.g.,Œægroup)."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.1.B	"Form and use frequently occurring irregular plural nouns (e.g.,Œæfeet, children, teeth, mice, fish)."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.1.C	"Use reflexive pronouns (e.g.,Œæmyself, ourselves)."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.1.D	"Form and use the past tense of frequently occurring irregular verbs (e.g.,Œæsat, hid, told)."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.1.E	"Use adjectives and adverbs, and choose between them depending on what is to be modified."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.1.F	"Produce, expand, and rearrange complete simple and compound sentences (e.g.,ŒæThe boy watched the movie; The little boy watched the movie; The action movie was watched by the little boy)."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.2.A	"Capitalize holidays, product names, and geographic names."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.2.B	Use commas in greetings and closings of letters.		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.2.C	Use an apostrophe to form contractions and frequently occurring possessives.		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.2.D	"Generalize learned spelling patterns when writing words (e.g.,Œæcage äÊÍ badge; boy äÊÍ boil)."		
English	Grade: 2	Language	L	Conventions of Standard English	L.2.2.E	"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings."		
English	Grade: 2	Language	L	Knowledge of Language	L.2.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."		
English	Grade: 2	Language	L	Knowledge of Language	L.2.3.A	Compare formal and informal uses of English.		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.4	"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 2 reading and content, choosing flexibly from an array of strategies."		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.4.A	Use sentence-level context as a clue to the meaning of a word or phrase.		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.4.B	"Determine the meaning of the new word formed when a known prefix is added to a known word (e.g.,Œæhappy/unhappy, tell/retell)."		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.4.C	"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g.,Œæaddition, additional)."		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.4.D	"Use knowledge of the meaning of individual words to predict the meaning of compound words (e.g.,Œæbirdhouse, lighthouse, housefly; bookshelf, notebook, bookmark)."		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.4.E	"Use glossaries and beginning dictionaries, both print and digital, to determine or clarify the meaning of words and phrases."		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.5	"Demonstrate understanding of figurative language, word relationships and nuances in word meanings."		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.5.A	"Identify real-life connections between words and their use (e.g.,Œædescribe foods that are spicy or juicy)."		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.5.B	"Distinguish shades of meaning among closely related verbs (e.g.,Œætoss, throw, hurl) and closely related adjectives (e.g.,Œæthin, slender, skinny, scrawny)."		
English	Grade: 2	Language	L	Vocabulary Acquisition and Use	L.2.6	"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g.,ŒæWhen other kids are happy that makes me happy)."		
English	Grade: 2	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.2.3	Know and apply grade-level phonics and word analysis skills in decoding words.		
English	Grade: 2	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.2.3.A	Distinguish long and short vowels when reading regularly spelled one-syllable words.		
English	Grade: 2	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.2.3.B	Know spelling-sound correspondences for additional common vowel teams.		
English	Grade: 2	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.2.3.C	Decode regularly spelled two-syllable words with long vowels.		
English	Grade: 2	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.2.3.D	Decode words with common prefixes and suffixes.		
English	Grade: 2	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.2.3.E	Identify words with inconsistent but common spelling-sound correspondences.		
English	Grade: 2	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.2.3.F	Recognize and read grade-appropriate irregularly spelled words.		
English	Grade: 2	Reading: Foundational Skills	RF	Fluency	RF.2.4	Read with sufficient accuracy and fluency to support comprehension.		
English	Grade: 2	Reading: Foundational Skills	RF	Fluency	RF.2.4.A	Read on-level text with purpose and understanding.		
English	Grade: 2	Reading: Foundational Skills	RF	Fluency	RF.2.4.B	"Read on-level text orally with accuracy, appropriate rate, and expression on successive readings."		
English	Grade: 2	Reading: Foundational Skills	RF	Fluency	RF.2.4.C	"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."		
English	Grade: 2	Reading: Informational Text	RI	Key Ideas and Details	RI.2.1	"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."		
English	Grade: 2	Reading: Informational Text	RI	Key Ideas and Details	RI.2.2	Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.		
English	Grade: 2	Reading: Informational Text	RI	Key Ideas and Details	RI.2.3	"Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text."		
English	Grade: 2	Reading: Informational Text	RI	Craft and Structure	RI.2.4	Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area.		
English	Grade: 2	Reading: Informational Text	RI	Craft and Structure	RI.2.5	"Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently."		
English	Grade: 2	Reading: Informational Text	RI	Craft and Structure	RI.2.6	"Identify the main purpose of a text, including what the author wants to answer, explain, or describe."		
English	Grade: 2	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.2.7	"Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text."		
English	Grade: 2	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.2.8	Describe how reasons support specific points the author makes in a text.		
English	Grade: 2	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.2.9	Compare and contrast the most important points presented by two texts on the same topic.		
English	Grade: 2	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.2.10	"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2äóñ3 text complexity band proficiently, with scaffolding as needed at the high end of the range."		
English	Grade: 2	Reading: Literature	RL	Key Ideas and Details	RL.2.1	"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."		
English	Grade: 2	Reading: Literature	RL	Key Ideas and Details	RL.2.2	"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral."		
English	Grade: 2	Reading: Literature	RL	Key Ideas and Details	RL.2.3	Describe how characters in a story respond to major events and challenges.		
English	Grade: 2	Reading: Literature	RL	Craft and Structure	RL.2.4	"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song."		
English	Grade: 2	Reading: Literature	RL	Craft and Structure	RL.2.5	"Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action."		
English	Grade: 2	Reading: Literature	RL	Craft and Structure	RL.2.6	"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud."		
English	Grade: 2	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.2.7	"Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot."		
English	Grade: 2	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.2.9	"Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures."		
English	Grade: 2	Reading: Literature	RL	Range of Reading and Level of Text Complexity	RL.2.10	"By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2äóñ3 text complexity band proficiently, with scaffolding as needed at the high end of the range."		
English	Grade: 2	Speaking & Listening	SL	Comprehension and Collaboration	SL.2.1	Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.		
English	Grade: 2	Speaking & Listening	SL	Comprehension and Collaboration	SL.2.1.A	"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion)."		
English	Grade: 2	Speaking & Listening	SL	Comprehension and Collaboration	SL.2.1.B	Build on othersäó» talk in conversations by linking their comments to the remarks of others.		
English	Grade: 2	Speaking & Listening	SL	Comprehension and Collaboration	SL.2.1.C	Ask for clarification and further explanation as needed about the topics and texts under discussion.		
English	Grade: 2	Speaking & Listening	SL	Comprehension and Collaboration	SL.2.2	Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.		
English	Grade: 2	Speaking & Listening	SL	Comprehension and Collaboration	SL.2.3	"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue."		
English	Grade: 2	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.2.4	"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences."		
English	Grade: 2	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.2.5	"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings."		
English	Grade: 2	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.2.6	Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification.		
English	Grade: 2	Writing	W	Text Types and Purposes	W.2.1	"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section."		
English	Grade: 2	Writing	W	Text Types and Purposes	W.2.2	"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section."		
English	Grade: 2	Writing	W	Text Types and Purposes	W.2.3	"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure."		
English	Grade: 2	Writing	W	Production and Distribution of Writing	W.2.5	"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing."		
English	Grade: 2	Writing	W	Production and Distribution of Writing	W.2.6	"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers."		
English	Grade: 2	Writing	W	Research to Build and Present Knowledge	W.2.7	"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations)."		
English	Grade: 2	Writing	W	Research to Build and Present Knowledge	W.2.8	Recall information from experiences or gather information from provided sources to answer a question.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.A	"Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences."		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.B	Form and use regular and irregular plural nouns.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.C	"Use abstract nouns (e.g., childhood)."		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.D	Form and use regular and irregular verbs.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.E	"Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses."		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.F	Ensure subject-verb and pronoun-antecedent agreement.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.G	"Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified."		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.H	Use coordinating and subordinating conjunctions.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.1.I	"Produce simple, compound, and complex sentences."		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.2.A	Capitalize appropriate words in titles.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.2.B	Use commas in addresses.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.2.C	Use commas and quotation marks in dialogue.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.2.D	Form and use possessives.		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.2.E	"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness)."		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.2.F	"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words."		
English	Grade: 3	Language	L	Conventions of Standard English	L.3.2.G	"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings."		
English	Grade: 3	Language	L	Knowledge of Language	L.3.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."		
English	Grade: 3	Language	L	Knowledge of Language	L.3.3.A	Choose words and phrases for effect.		
English	Grade: 3	Language	L	Knowledge of Language	L.3.3.B	Recognize and observe differences between the conventions of spoken and written standard English.		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.4	"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies."		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.4.A	Use sentence-level context as a clue to the meaning of a word or phrase.		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.4.B	"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat)."		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.4.C	"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion)."		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.4.D	"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases."		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.5	"Demonstrate understanding of figurative language, word relationships and nuances in word meanings."		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.5.A	"Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps)."		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.5.B	"Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful)."		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.5.C	"Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered)."		
English	Grade: 3	Language	L	Vocabulary Acquisition and Use	L.3.6	"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them)."		
English	Grade: 3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3	Know and apply grade-level phonics and word analysis skills in decoding words.		
English	Grade: 3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3.A	Identify and know the meaning of the most common prefixes and derivational suffixes.		
English	Grade: 3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3.B	Decode words with common Latin suffixes.		
English	Grade: 3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3.C	Decode multisyllable words.		
English	Grade: 3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3.D	Read grade-appropriate irregularly spelled words.		
English	Grade: 3	Reading: Foundational Skills	RF	Fluency	RF.3.4	Read with sufficient accuracy and fluency to support comprehension.		
English	Grade: 3	Reading: Foundational Skills	RF	Fluency	RF.3.4.A	Read on-level text with purpose and understanding.		
English	Grade: 3	Reading: Foundational Skills	RF	Fluency	RF.3.4.B	"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings"		
English	Grade: 3	Reading: Foundational Skills	RF	Fluency	RF.3.4.C	"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."		
English	Grade: 3	Reading: Informational Text	RI	Key Ideas and Details	RI.3.1	"Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers."		
English	Grade: 3	Reading: Informational Text	RI	Key Ideas and Details	RI.3.2	Determine the main idea of a text; recount the key details and explain how they support the main idea.		
English	Grade: 3	Reading: Informational Text	RI	Key Ideas and Details	RI.3.3	"Describe the relationship between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text, using language that pertains to time, sequence, and cause/effect."		
English	Grade: 3	Reading: Informational Text	RI	Craft and Structure	RI.3.4	Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 3 topic or subject area.		
English	Grade: 3	Reading: Informational Text	RI	Craft and Structure	RI.3.5	"Use text features and search tools (e.g., key words, sidebars, hyperlinks) to locate information relevant to a given topic efficiently."		
English	Grade: 3	Reading: Informational Text	RI	Craft and Structure	RI.3.6	Distinguish their own point of view from that of the author of a text.		
English	Grade: 3	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.3.7	"Use information gained from illustrations (e.g., maps, photographs) and the words in a text to demonstrate understanding of the text (e.g., where, when, why, and how key events occur)."		
English	Grade: 3	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.3.8	"Describe the logical connection between particular sentences and paragraphs in a text (e.g., comparison, cause/effect, first/second/third in a sequence)."		
English	Grade: 3	Reading: Informational Text	RI	Integration of Knowledge and Ideas	RI.3.9	Compare and contrast the most important points and key details presented in two texts on the same topic.		
English	Grade: 3	Reading: Informational Text	RI	Range of Reading and Level of Text Complexity	RI.3.10	"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 2äóñ3 text complexity band independently and proficiently."		
English	Grade: 3	Reading: Literature	RL	Key Ideas and Details	RL.3.1	"Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers."		
English	Grade: 3	Reading: Literature	RL	Key Ideas and Details	RL.3.2	"Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text."		
English	Grade: 3	Reading: Literature	RL	Key Ideas and Details	RL.3.3	"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events."		
English	Grade: 3	Reading: Literature	RL	Craft and Structure	RL.3.4	"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language."		
English	Grade: 3	Reading: Literature	RL	Craft and Structure	RL.3.5	"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections."		
English	Grade: 3	Reading: Literature	RL	Craft and Structure	RL.3.6	Distinguish their own point of view from that of the narrator or those of the characters.		
English	Grade: 3	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.3.7	"Explain how specific aspects of a textäó»s illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting)."		
English	Grade: 3	Reading: Literature	RL	Integration of Knowledge and Ideas	RL.3.9	"Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series)."		
English	Grade: 3	Reading: Literature	RL	Range of Reading and Complexity of Text	RL.3.10	"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2äóñ3 text complexity band independently and proficiently."		
English	Grade: 3	Speaking & Listening	SL	Comprehension and Collaboration	SL.3.1	"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on othersäó» ideas and expressing their own clearly."		
English	Grade: 3	Speaking & Listening	SL	Comprehension and Collaboration	SL.3.1.A	"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion."		
English	Grade: 3	Speaking & Listening	SL	Comprehension and Collaboration	SL.3.1.B	"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion)."		
English	Grade: 3	Speaking & Listening	SL	Comprehension and Collaboration	SL.3.1.C	"Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others."		
English	Grade: 3	Speaking & Listening	SL	Comprehension and Collaboration	SL.3.1.D	Explain their own ideas and understanding in light of the discussion.		
English	Grade: 3	Speaking & Listening	SL	Comprehension and Collaboration	SL.3.2	"Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."		
English	Grade: 3	Speaking & Listening	SL	Comprehension and Collaboration	SL.3.3	"Ask and answer questions about information from a speaker, offering appropriate elaboration and detail."		
English	Grade: 3	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.3.4	"Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace."		
English	Grade: 3	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.3.5	Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.		
English	Grade: 3	Speaking & Listening	SL	Presentation of Knowledge and Ideas	SL.3.6	Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification.		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.1	"Write opinion pieces on topics or texts, supporting a point of view with reasons."		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.1.A	"Introduce the topic or text they are writing about, state an opinion, and create an organizational structure that lists reasons."		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.1.B	Provide reasons that support the opinion.		
English	Grade: 3	Writing	W	Text Types and Purposes	W.3.1.C	"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons."		
